transaction_id,merchant_id,amount_inr,payment_method,gateway,bank,decline_reason,decline_message,hour_of_day,day_of_week,retry_attempt_number,action_taken,outcome_success
65e0bed2-661c-475c-9d54-75b6bb1f3b70,M105,961.79,NETBANKING,GatewayC,BankX,GATEWAY_TIMEOUT,"Payment service unavailable, try again",21,2,3,SWITCH_GATEWAY,0
927144f0-a112-4b15-b426-554f7274e034,M110,1431.74,WALLET,GatewayA,BankZ,GATEWAY_TIMEOUT,Gateway connection timed out,15,3,1,RETRY_SAME,0
65f8227f-9d64-4e97-b95d-cf7d3a0bbdba,M114,9811.34,WALLET,GatewayA,BankY,BANK_SERVER_ERROR,Bank system temporarily unavailable,9,1,1,RETRY_SAME,0
dbff8692-c14a-4ad8-9d3f-e3ea90f99635,M109,24200.42,CARD,GatewayA,BankW,BANK_SERVER_ERROR,Unable to reach issuing bank,10,3,1,SWITCH_METHOD,1
805ff4e2-e1af-49ec-be98-0c76be89e212,M110,19412.24,UPI,GatewayB,BankY,INSUFFICIENT_FUNDS,Not enough balance to complete transaction,21,1,1,RETRY_SAME,0
8c75b28a-5a24-4200-8bcb-115a3478ba0f,M106,10310.48,WALLET,GatewayC,BankX,GATEWAY_TIMEOUT,Gateway request timed out,5,3,1,SWITCH_GATEWAY,1
c389fc54-7f94-4905-8b29-0da0161214b4,M103,6422.2,NETBANKING,GatewayB,BankW,GATEWAY_TIMEOUT,"Payment service unavailable, try again",2,3,1,RETRY_SAME,1
171a91b9-3e0e-4059-854c-2d463691dbc7,M104,20007.03,UPI,GatewayA,BankZ,BANK_SERVER_ERROR,Unable to reach issuing bank,2,4,1,RETRY_SAME,0
7de31ae7-d616-49f3-82aa-8a189c0d66aa,M100,5566.23,CARD,GatewayC,BankX,BANK_SERVER_ERROR,Unable to reach issuing bank,0,2,1,RETRY_SAME,0
f49b24f4-e1c8-454f-b48a-319f0b086b25,M108,19537.85,UPI,GatewayC,BankY,INSUFFICIENT_FUNDS,Not enough balance to complete transacction,22,1,1,RETRY_SAME,0
cb404eab-a539-4a68-8ba9-dec04a6d8507,M111,14321.44,UPI,GatewayA,BankY,GATEWAY_TIMEOUT,Unable to process transaction at this time,18,3,2,RETRY_SAME,0
51523060-c7b7-49ae-abbe-0e14689ebabe,M100,20182.15,NETBANKING,GatewayA,BankW,BANK_SERVER_ERROR,Declined by bank,21,0,1,RETRY_SAME,0
8c102831-fed7-4f1c-a27a-39920807c954,M103,14356.61,WALLET,GatewayA,BankX,OTP_TIMEOUT,Customer did not complete 2FA in time,16,4,2,SWITCH_GATEWAY,0
59aa4a7b-5c2c-4e45-bfc7-6b922bb7ba0c,M113,17014.59,WALLET,GatewayB,BankZ,INSUFFICIENT_FUNDS,Insufficient balance in account,18,1,1,RETRY_SAME,0
02684e0c-5103-4c5a-b848-838f903b34ca,M102,11488.52,CARD,GatewayB,BankZ,OTP_TIMEOUT,3DS authentication timeout,10,6,2,ABANDON,0
fd22f19f-9fcc-4d04-b788-e3a13027e292,M105,21495.66,WALLET,GatewayA,BankX,CARD_EXPIRED,Expiry date does not match records,10,1,1,RETRY_SAME,0
fe912af0-0875-4a1b-ab01-f8c7a8b075be,M107,16020.06,CARD,GatewayB,BankZ,RISK_BLOCK,Transaction flagged for manual review,13,1,1,RETRY_SAME,0
b8bba301-4c79-491b-bf25-d9c965f5a352,M103,20777.39,WALLET,GatewayA,BankX,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,6,6,1,RETRY_SAME,1
de02c2f0-1818-4d37-bf35-f007b143b0e7,M109,19113.75,NETBANKING,GatewayB,BankX,INSUFFICIENT_FUNDS,Declined - insufficient credit limit available,3,2,1,RETRY_SAME,0
04891425-e903-42fd-87b0-ebddda8a8585,M113,10738.75,CARD,GatewayA,BankZ,RISK_BLOCK,Transaction blocked by risk engine,8,6,1,RETRY_BACKOFF,0
d2134542-abbb-438d-97e0-f0e26ad61380,M105,12210.76,CARD,GatewayA,BankY,INSUFFICIENT_FUNDS,Not enough balance to complete trnsaction,16,4,1,RETRY_BACKOFF,1
e8ea8910-285e-40f7-bd59-d924fdff886f,M100,3593.45,NETBANKING,GatewayB,BankW,OTP_TIMEOUT,Authentication step incomplete - session expired,7,0,1,RETRY_SAME,1
45b6110a-e9ff-4d43-84d7-565f18be8e17,M107,791.16,WALLET,GatewayA,BankW,OTP_TIMEOUT,3DS authentication timeout,10,6,1,ABANDON,0
b070027a-b50a-4847-8b21-19961aed9705,M106,17540.36,UPI,GatewayB,BankW,INSUFFICIENT_FUNDS,Not enugh balance to complete transaction,22,5,1,SWITCH_METHOD,0
57f9008c-c15e-431a-a083-fa74a8e76989,M100,5738.73,WALLET,GatewayB,BankY,INSUFFICIENT_FUNDS,Available limit exceeded,1,4,1,RETRY_SAME,0
23968706-8490-469f-8997-aad42a9cd11e,M111,18679.66,CARD,GatewayA,BankW,BANK_SERVER_ERROR,Unable to process transaction at this time,16,5,1,SWITCH_GATEWAY,1
4912ffbb-f4a2-4654-9dde-7c72a048c755,M113,24319.39,UPI,GatewayC,BankX,OTP_TIMEOUT,Customer did not complete 2FA in time,23,1,1,RETRY_SAME,1
9911d1d4-e60a-493c-917e-a6c984bc12e0,M110,9467.85,NETBANKING,GatewayC,BankW,OTP_TIMEOUT,Authentication step incomplete - session expired,8,3,1,SWITCH_GATEWAY,0
f6189204-eb9c-4cec-8459-12153e60b83f,M109,5233.04,UPI,GatewayC,BankW,NETWORK_ERROR,Network error during transaction,16,3,2,SWITCH_METHOD,0
b88487f0-6234-400a-8d2b-b14a22550a99,M110,8574.48,CARD,GatewayB,BankW,INSUFFICIENT_FUNDS,"Payment failed, please try again",10,6,1,SWITCH_GATEWAY,0
2c50c17c-7215-4ba6-8198-0d899efac5c4,M107,15735.53,CARD,GatewayA,BankX,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,1,2,2,ABANDON,0
cf64eb4d-1675-4e9c-af6b-4534ae0d9960,M104,18635.85,CARD,GatewayA,BankX,GATEWAY_TIMEOUT,Processor did not respond in time,17,0,2,ABANDON,0
574e1d4b-9327-4858-af5e-c9abbd8a20b3,M109,5771.95,NETBANKING,GatewayB,BankW,BANK_SERVER_ERROR,Unable to reach issuing bank,0,6,2,RETRY_SAME,0
f0da57d0-6cec-4239-8436-013854628b62,M109,24509.63,NETBANKING,GatewayB,BankZ,INSUFFICIENT_FUNDS,Declined - insufficient credit limit available,16,5,3,ABANDON,0
4c75cee5-94a2-4d96-843b-98a586c91c09,M107,19762.94,UPI,GatewayC,BankW,CARD_EXPIRED,Card has expired,14,5,1,SWITCH_METHOD,1
f234c7f5-6213-45a9-9425-5598855bb675,M112,3321.8,CARD,GatewayB,BankY,NETWORK_ERROR,Timed out due to por network,17,3,1,SWITCH_GATEWAY,1
b1a584b9-147e-4dfe-b360-454a3e41a725,M101,19379.97,UPI,GatewayB,BankW,BANK_SERVER_ERROR,"Bank system error, transaction not processed",19,5,1,ABANDON,0
75a23d6e-b1c0-4ee6-9f16-2bc78bdb0d80,M101,9635.09,WALLET,GatewayA,BankZ,INSUFFICIENT_FUNDS,Declined by bank,21,3,2,RETRY_SAME,0
18582b8f-6a0f-4449-9c32-eb25b09e31ed,M100,8206.16,WALLET,GatewayA,BankY,NETWORK_ERROR,Connection dropped mid-transaction,13,1,3,RETRY_SAME,0
3e6e5179-818a-47ed-85d8-c2f547522878,M112,18374.34,WALLET,GatewayC,BankW,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,17,3,1,RETRY_SAME,1
ae9ca860-f6af-445a-9048-f7578efa0dd3,M102,21641.79,UPI,GatewayC,BankY,BANK_SERVER_ERROR,"Bank system error, transaction not processed",11,2,1,RETRY_SAME,1
54805b97-5695-45df-8a64-b04e7dc48d4e,M114,6674.25,UPI,GatewayC,BankZ,BANK_SERVER_ERROR,Unable to process transaction at this time,6,5,1,RETRY_SAME,0
922f3add-34a0-4d2d-a38c-2d28996aeae7,M114,21826.59,UPI,GatewayC,BankY,GATEWAY_TIMEOUT,processor did not respond in time,13,0,3,RETRY_SAME,0
b47533c1-8af3-4529-92b8-27950684a0c1,M104,11170.3,CARD,GatewayA,BankW,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,6,5,2,RETRY_SAME,1
a504858b-05b5-4093-b979-3a3fa1947086,M111,2491.97,WALLET,GatewayA,BankZ,BANK_SERVER_ERROR,Issuer connection failure,23,6,3,ABANDON,0
023239c1-d7c1-4912-ba1a-fa4ccfe37477,M104,16761.1,WALLET,GatewayB,BankW,NETWORK_ERROR,Transaction interrupted due to connectivity issue,22,2,1,RETRY_SAME,1
593bc37f-39d5-4c55-93b4-3fb428546af8,M111,22571.08,WALLET,GatewayA,BankX,OTP_TIMEOUT,customer did not complete 2fa in time,7,5,2,SWITCH_METHOD,1
475b1df3-3df9-4c32-b9fc-aa4b51b1818c,M100,20941.7,WALLET,GatewayC,BankX,RISK_BLOCK,Declined: suspected fraud,17,5,1,RETRY_SAME,0
f376b3dc-9c44-4ff4-ad23-0a7cebcc0e1c,M104,1566.3,NETBANKING,GatewayC,BankZ,BANK_SERVER_ERROR,Issuing bank server not responding,11,5,1,RETRY_BACKOFF,1
77220596-4a46-448a-b235-36104b24eef1,M107,16759.81,WALLET,GatewayB,BankZ,GATEWAY_TIMEOUT,Gateway connection timed out,17,4,1,RETRY_SAME,0
6f4a7b6c-66bf-4fcf-8d45-eba91c3abd87,M109,20651.83,NETBANKING,GatewayA,BankY,NETWORK_ERROR,Connection dropped mid-transaction,6,6,1,RETRY_SAME,1
f7830f98-d473-4780-aae7-0d6abdf2cd1b,M109,15908.76,NETBANKING,GatewayB,BankX,INSUFFICIENT_FUNDS,Txn declind by issuer: low funds,14,1,1,RETRY_SAME,0
5b4248fa-1e37-4152-8148-07ce0e6eb432,M105,11938.92,WALLET,GatewayB,BankZ,BANK_SERVER_ERROR,Bank system temporarily unavailable,13,0,2,RETRY_SAME,1
cb381aa3-cf5f-46cb-b2a9-3ae6fb44537c,M114,12787.65,UPI,GatewayA,BankX,OTP_TIMEOUT,One time password expired before submission,9,3,3,RETRY_SAME,1
251265f9-bc11-471c-bf2d-e598de3b387f,M110,19652.56,CARD,GatewayB,BankW,INSUFFICIENT_FUNDS,Available limit exceeded,13,6,1,RETRY_SAME,0
fe9031f4-9fda-43d4-86d5-eb01499349e9,M114,8790.65,NETBANKING,GatewayB,BankW,GATEWAY_TIMEOUT,Gateway request timed out,14,0,1,RETRY_SAME,0
80c4b5df-ebcc-4b8a-8284-be275d9a9cf2,M114,9158.44,NETBANKING,GatewayA,BankY,OTP_TIMEOUT,Authentication step incomplete - session expired,8,5,1,SWITCH_GATEWAY,0
abdc225b-ca69-4da6-bec9-4c52c78c2fb9,M111,21893.84,NETBANKING,GatewayC,BankW,OTP_TIMEOUT,authentication step incomplete - session expired,2,4,1,RETRY_SAME,0
a0cffcc7-5adb-439c-a8fd-5610c248a420,M101,9017.59,UPI,GatewayC,BankW,RISK_BLOCK,Unable to process transaction at this time,16,2,1,RETRY_SAME,0
ad279f49-e1ae-4c9d-b5c6-7af5c6ad4c6a,M105,21457.77,CARD,GatewayA,BankX,GATEWAY_TIMEOUT,Gateway request timed out,15,5,2,SWITCH_GATEWAY,1
2eac1512-7c85-4398-8ff1-1ff0365dd671,M110,8246.49,WALLET,GatewayC,BankZ,RISK_BLOCK,Transaction blocked by risk engine,6,3,3,RETRY_SAME,1
6720598d-ed28-4f97-9655-88ba61ad30e9,M114,1628.16,NETBANKING,GatewayB,BankY,CARD_EXPIRED,Card has expired,14,5,1,RETRY_SAME,0
6c5f3a86-5f0c-48fa-adfd-3006b048a4a4,M107,24635.72,WALLET,GatewayA,BankY,OTP_TIMEOUT,"Payment failed, please try again",2,1,1,RETRY_SAME,1
6e73bf28-b7d5-487b-a1c6-711b0a1b2859,M111,22671.83,CARD,GatewayC,BankY,OTP_TIMEOUT,Customer did not complete 2FA in time,7,3,1,SWITCH_METHOD,0
8fe0d6eb-779d-4158-b14f-17a82274b634,M102,21721.98,NETBANKING,GatewayC,BankW,NETWORK_ERROR,Network error during transaction,18,4,1,RETRY_SAME,1
9cae2843-4010-4665-ab1f-df684fe720d2,M100,5093.2,WALLET,GatewayC,BankZ,OTP_TIMEOUT,customer did not complete 2fa in time,5,5,1,RETRY_SAME,1
9363b202-ee95-49a1-ac78-f95eb645c7ee,M108,22966.81,CARD,GatewayB,BankZ,BANK_SERVER_ERROR,Issuing bank server not responding,15,4,1,RETRY_SAME,1
5819ef25-d1f6-46a2-a78f-d1e59824a6d8,M102,4982.3,CARD,GatewayC,BankY,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,22,5,2,RETRY_SAME,0
482dbe36-0f5c-4f98-8b99-4b275f0d9291,M107,1286.25,NETBANKING,GatewayB,BankZ,INSUFFICIENT_FUNDS,"Payment failed, please try again",15,2,1,RETRY_BACKOFF,0
e1668058-bce2-4690-bfa6-dd29b43a12bd,M106,24664.7,UPI,GatewayB,BankX,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,9,4,1,RETRY_SAME,0
f7aa9cdb-5ae3-4082-adac-ee838af4d6ad,M107,21630.62,WALLET,GatewayC,BankW,OTP_TIMEOUT,One time password expired before submission,11,5,1,RETRY_SAME,1
b4c9eb20-68da-45cb-af0a-d34affcfa327,M105,18784.0,NETBANKING,GatewayB,BankW,INSUFFICIENT_FUNDS,Txn declined by issuer: low funds,11,1,1,SWITCH_GATEWAY,0
1a0bfb6a-daa9-4bed-b3d2-dc47c8b8c4bf,M111,14408.55,NETBANKING,GatewayA,BankW,BANK_SERVER_ERROR,"Payment failed, please try again",15,5,3,SWITCH_METHOD,0
4f1a7776-20b4-452c-b778-c5db8e95b4b8,M101,7288.09,CARD,GatewayB,BankY,OTP_TIMEOUT,OTP alidation timed out,11,5,2,ABANDON,0
d1b03501-4b3d-4136-8d74-0dd98b9f807d,M100,3403.76,WALLET,GatewayA,BankZ,INSUFFICIENT_FUNDS,Declined - insufficient credit limit available,0,3,1,RETRY_SAME,0
1ab2d05f-dcfc-4dfd-84c3-8713a0172642,M109,9830.79,WALLET,GatewayC,BankY,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,12,4,1,SWITCH_METHOD,1
658ea581-9dfc-4b40-b813-2ea06ca69a66,M110,6129.18,UPI,GatewayB,BankZ,INSUFFICIENT_FUNDS,Account balance below transaction amount,0,2,1,ABANDON,0
ec9feea9-2ef6-43f5-9a41-16e33f3e8087,M105,14656.17,UPI,GatewayB,BankX,GATEWAY_TIMEOUT,Upstream timeout at gateway,5,3,3,RETRY_SAME,0
b5e51232-ce69-46dd-8822-a654539be254,M112,15000.25,WALLET,GatewayA,BankZ,CARD_EXPIRED,Invalid expiry date,3,3,1,SWITCH_GATEWAY,0
0872d8cb-8f3d-4eaa-afd2-471ce1fab27c,M104,11862.3,WALLET,GatewayB,BankY,GATEWAY_TIMEOUT,Transaction declined,9,2,3,ABANDON,0
6622a435-168c-4069-b91a-c5ddb4d8e417,M111,16042.76,CARD,GatewayC,BankY,GATEWAY_TIMEOUT,Processor did not respond in time,1,4,1,RETRY_BACKOFF,0
339afd49-493b-4cbe-a616-28d4a12c37dc,M106,13808.41,CARD,GatewayC,BankW,RISK_BLOCK,Transaction flagged for manual review,18,5,3,RETRY_SAME,0
69ff44bb-f794-4ddb-aaf5-9d5b1a638cbc,M110,4874.8,WALLET,GatewayB,BankZ,BANK_SERVER_ERROR,"Bank system error, transaction not processed",20,0,1,RETRY_SAME,0
3b37ff51-5fa2-43fb-9341-5f71ce6f52ab,M100,18323.46,CARD,GatewayA,BankY,CARD_EXPIRED,"Payment failed, please try again",0,3,1,RETRY_BACKOFF,0
fd8884a9-5654-4549-9ec7-f6053b5794ad,M106,19517.13,NETBANKING,GatewayC,BankX,BANK_SERVER_ERROR,Issuing bank server not responding,16,5,1,RETRY_SAME,0
9817b7ad-4de3-4ce0-9c6d-38320e6f6d94,M112,12797.59,UPI,GatewayA,BankW,NETWORK_ERROR,Timed out due to poor network,23,1,2,RETRY_SAME,1
34b67745-d493-4787-a2a0-420b8e9ea071,M110,22258.66,CARD,GatewayC,BankW,RISK_BLOCK,Declined by fraud prevention ssystem,5,4,3,RETRY_SAME,0
f72698cb-16dc-438e-a10c-ebd4ff467aa5,M103,24478.19,UPI,GatewayA,BankY,GATEWAY_TIMEOUT,Transaction could not be completed,10,1,1,ABANDON,0
87bfd7fa-1807-431e-a5b2-194d014cd54d,M101,22219.79,CARD,GatewayA,BankW,OTP_TIMEOUT,Customer did not complete 2FA in time,17,5,1,RETRY_SAME,1
f1c7514b-26c3-480d-b2be-c0c7b211f3fd,M102,6634.64,CARD,GatewayC,BankW,RISK_BLOCK,Declined: suspected fraud,3,0,1,RETRY_SAME,0
f1e45bd7-bd79-4062-a56d-bb693f3c8bbf,M114,21596.85,NETBANKING,GatewayC,BankX,BANK_SERVER_ERROR,unable to process transaction at this time,23,3,1,RETRY_SAME,1
58255547-168a-4fb4-9560-982b6103b8d3,M101,2128.63,UPI,GatewayB,BankX,BANK_SERVER_ERROR,Issuer timeout - please rety,23,6,1,RETRY_SAME,0
98e6924e-6d7e-4b7a-ac10-d9679197e391,M107,19445.23,NETBANKING,GatewayA,BankY,RISK_BLOCK,Transaction blocked by risk engine,1,4,1,RETRY_BACKOFF,0
986560c0-8586-4fb5-aa35-00a10db3014f,M109,23862.75,WALLET,GatewayA,BankX,BANK_SERVER_ERROR,"Paymeent failed, please try again",12,5,1,ABANDON,0
183a33ad-555d-4fe0-8ed2-b00fc261dce1,M106,1652.13,NETBANKING,GatewayC,BankY,RISK_BLOCK,Blocked due to unusual transaction pattern,7,2,3,SWITCH_METHOD,0
267a1fdf-6d74-401a-8ceb-1c04fec4b127,M106,18638.86,NETBANKING,GatewayB,BankX,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,23,5,2,SWITCH_GATEWAY,0
3caa5528-0975-4658-85c6-51e881e0f690,M114,12126.46,CARD,GatewayB,BankW,BANK_SERVER_ERROR,Issuer connection failure,8,6,1,ABANDON,0
ea23584c-b72e-4783-a897-1543a1f1cc79,M105,12674.56,UPI,GatewayA,BankZ,GATEWAY_TIMEOUT,Prrocessor did not respond in time,14,2,1,RETRY_SAME,0
13b7e108-197b-403a-af71-0f80e5eb35ca,M107,1829.38,WALLET,GatewayA,BankX,NETWORK_ERROR,Network error during transaction,15,1,3,RETRY_BACKOFF,0
2bbb6a39-7199-4e72-bac2-78747083f2a3,M113,12540.2,NETBANKING,GatewayC,BankW,GATEWAY_TIMEOUT,Gateway request timed out,20,6,1,SWITCH_METHOD,0
ace3027b-5321-4104-8e40-4cfcd6abc0a5,M100,1599.31,NETBANKING,GatewayA,BankZ,CARD_EXPIRED,Expired card - transaction declined,23,3,1,RETRY_SAME,0
9d4a16fd-b371-4bf3-b49e-64cd8a94bc0b,M109,6590.82,WALLET,GatewayC,BankY,BANK_SERVER_ERROR,Bank system temporarily unavailable,6,4,2,SWITCH_GATEWAY,1
a3c5b040-6717-43df-b0ff-156190bf5570,M111,20620.33,CARD,GatewayA,BankZ,OTP_TIMEOUT,Customer did not complete 2FA in time,2,2,2,RETRY_SAME,1
d2b9403c-f207-462e-acec-37757db06573,M109,4021.86,WALLET,GatewayB,BankW,CARD_EXPIRED,"Payment failed, please try again",19,6,1,RETRY_SAME,0
7682e007-95dd-46f8-bc61-4b50e86ef1b8,M101,5165.47,UPI,GatewayA,BankW,OTP_TIMEOUT,OTP validation timed out,17,3,1,RETRY_SAME,1
670b5ad8-0c5b-43b0-b9ee-b5e65e5f257d,M113,14497.9,CARD,GatewayA,BankX,RISK_BLOCK,Transaction flagged for manual review,4,6,1,RETRY_SAME,0
ef52f3a7-0046-43a9-a26b-f031f24ea27f,M110,183.38,WALLET,GatewayA,BankZ,INSUFFICIENT_FUNDS,"Payment failed, please try again",12,5,1,RETRY_SAME,0
d4d1b334-1347-4a7c-a251-20dfc3492820,M108,14198.0,CARD,GatewayB,BankZ,INSUFFICIENT_FUNDS,Account balance below transaction amount,19,3,1,RETRY_SAME,1
18f38015-8b58-4803-81ee-fd110eb0d2ea,M104,22094.72,UPI,GatewayA,BankZ,GATEWAY_TIMEOUT,Processor did not respond in time,3,3,1,SWITCH_METHOD,0
e2a6764e-d416-471c-9423-3d896b9bd761,M107,19042.73,UPI,GatewayC,BankX,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,6,6,1,RETRY_SAME,1
d67f68e6-1a02-4ca3-b4fe-4cd6d07edb3f,M108,24567.66,NETBANKING,GatewayB,BankX,GATEWAY_TIMEOUT,Upstream timeout at gateway,10,0,1,RETRY_SAME,0
bd1a0195-75c8-4cd4-ac03-6b4ba0623221,M112,19303.42,NETBANKING,GatewayC,BankZ,OTP_TIMEOUT,OTP validation timed out,12,2,1,RETRY_SAME,0
6b97b152-0b37-4cf7-abd7-554023fbb310,M104,13890.78,CARD,GatewayC,BankY,RISK_BLOCK,Declined: suspected fraud,2,1,1,RETRY_SAME,1
cdd71876-240d-4f2f-92bc-3985a291fac5,M105,20187.42,WALLET,GatewayA,BankX,GATEWAY_TIMEOUT,"Payment service unavailable, try again",21,3,1,RETRY_SAME,1
16f4ca19-e18c-4bb8-a807-ba2946b28724,M112,12663.71,WALLET,GatewayA,BankZ,GATEWAY_TIMEOUT,Transaction declined,19,3,1,SWITCH_METHOD,1
41020f6c-f973-4c00-9213-15f1603cfd88,M111,16101.53,NETBANKING,GatewayC,BankY,INSUFFICIENT_FUNDS,Declined - insufficient credit limit available,20,2,1,RETRY_SAME,0
002bcc1b-0ed1-4068-af21-87dd83d097a7,M101,20171.78,CARD,GatewayA,BankY,OTP_TIMEOUT,One time password expired before submisson,18,5,1,RETRY_SAME,1
dad0575b-7772-447d-91e2-df3ef6c539e4,M106,9044.45,UPI,GatewayC,BankY,RISK_BLOCK,Transaction flagged for manual review,13,0,1,RETRY_SAME,0
a570c05e-ca96-4870-a264-18e5be3c0173,M100,22306.76,NETBANKING,GatewayC,BankZ,BANK_SERVER_ERROR,"bank system error, transaction not processed",5,6,2,SWITCH_GATEWAY,1
fb13d98f-021c-454d-ada1-c63469419d9d,M103,6779.45,NETBANKING,GatewayB,BankY,INSUFFICIENT_FUNDS,Txn declined by issuer: low funds,16,2,1,RETRY_SAME,0
82328816-6f5e-420b-89ea-56ee8e3e2186,M100,12804.97,WALLET,GatewayA,BankW,CARD_EXPIRED,Card validity has lapsed,21,1,1,RETRY_SAME,0
ce2ef6a4-3004-49d3-9c61-686d237e25de,M108,1759.82,WALLET,GatewayC,BankY,BANK_SERVER_ERROR,Issuing bank server not responding,23,1,1,RETRY_SAME,0
def83b1d-b18d-4e21-848d-5683319331a3,M100,2683.37,CARD,GatewayB,BankY,GATEWAY_TIMEOUT,Processor did not respond in time,4,2,1,SWITCH_GATEWAY,1
69cd7b35-5068-4647-8d77-90f1de6388ce,M103,7791.83,WALLET,GatewayB,BankW,BANK_SERVER_ERROR,Transaction could not be comleted,8,2,1,ABANDON,0
ae5eb80d-aecb-418d-8a4c-68dceca06d53,M101,13647.44,CARD,GatewayB,BankZ,CARD_EXPIRED,Deeclined by bank,16,2,1,RETRY_SAME,0
f2bb2ef1-0adc-4872-9ca9-4992eb242b27,M106,9186.09,NETBANKING,GatewayA,BankZ,RISK_BLOCK,"Unusual activity detected, transaction held",18,0,1,RETRY_SAME,0
ec212cd3-e237-47ea-9aef-5657a63d6c6f,M103,10636.43,NETBANKING,GatewayB,BankW,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,22,1,1,ABANDON,0
0a01a4bc-e2b8-4760-ac29-18fd471983e3,M114,7555.62,NETBANKING,GatewayB,BankW,BANK_SERVER_ERROR,Issuer connection failure,4,0,1,RETRY_SAME,0
3e18e4f9-5434-4de0-8cba-696474350252,M109,2121.3,WALLET,GatewayC,BankY,NETWORK_ERROR,Network error during transaction,16,1,1,RETRY_SAME,0
b969d791-41c7-4d65-be1b-49b7fbddce76,M100,12408.51,UPI,GatewayC,BankX,BANK_SERVER_ERROR,issuer timeout - please retry,7,1,1,RETRY_SAME,1
94db9c83-c3e7-4ca9-a92a-13a6c3d54881,M109,7236.09,CARD,GatewayB,BankY,BANK_SERVER_ERROR,Unable to reach issuing bank,15,1,1,RETRY_SAME,1
4b49160d-0b47-41ac-a744-9c1b9045a001,M113,9171.54,WALLET,GatewayC,BankZ,INSUFFICIENT_FUNDS,Not enough balance to complete transaction,1,2,1,ABANDON,0
4d59d422-69ea-477f-9f5d-24b71193e702,M107,2803.77,UPI,GatewayB,BankZ,GATEWAY_TIMEOUT,No response from payment processor,17,1,1,RETRY_SAME,1
955d11ba-648e-4747-86b8-3d620d31db2c,M100,22579.96,NETBANKING,GatewayA,BankZ,OTP_TIMEOUT,Authentication step incomplete - session expired,15,0,1,RETRY_SAME,1
a1805b6b-4bed-4735-ac15-cfd6d8c1a095,M100,13442.51,WALLET,GatewayC,BankY,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,19,3,1,RETRY_SAME,1
1f1883f4-53bf-4a9a-95a0-1bc8774ca74f,M109,14218.34,CARD,GatewayC,BankX,INSUFFICIENT_FUNDS,Declined - insufficient credit limit available,19,4,1,SWITCH_GATEWAY,0
f7322622-2788-4b65-9a85-b2df6ea6760b,M110,18948.54,NETBANKING,GatewayC,BankY,BANK_SERVER_ERROR,Issuer timeout - please retry,3,0,2,RETRY_SAME,0
a8abb9c7-0e81-4cdf-9ef9-3c791999c80f,M106,11323.12,UPI,GatewayB,BankX,BANK_SERVER_ERROR,"Bank system error, transaction not processed",8,3,1,RETRY_SAME,0
a79d62c0-3863-449a-bbb7-4884682708bb,M107,21247.48,WALLET,GatewayA,BankX,OTP_TIMEOUT,OTP validation timed out,4,3,1,RETRY_SAME,1
4cc7c6e9-3153-4fc8-95bf-2636105fa94e,M109,12708.35,NETBANKING,GatewayC,BankX,INSUFFICIENT_FUNDS,Not enough balance to complete transaction,5,6,1,SWITCH_GATEWAY,0
31022047-dc89-460b-9c59-2c9374e357b3,M100,7357.78,CARD,GatewayB,BankW,GATEWAY_TIMEOUT,Upstream timeout  at gateway,0,0,2,SWITCH_METHOD,0
e9931103-6233-4dc2-a720-fcb099a91e37,M114,3422.23,CARD,GatewayC,BankY,GATEWAY_TIMEOUT,No response from payment processor,16,5,1,ABANDON,0
32640a6c-aab9-402d-aa88-98566f2ca7fa,M104,22277.74,UPI,GatewayA,BankW,CARD_EXPIRED,Invalid expiry date,17,5,1,RETRY_SAME,0
a94c73e6-bd34-48be-971c-00eb98e7d56f,M106,1084.79,CARD,GatewayB,BankW,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,8,1,1,RETRY_SAME,0
3b6010d4-12d4-4d4c-9ddb-6db935ce5ceb,M106,7199.67,WALLET,GatewayA,BankY,BANK_SERVER_ERROR,Bank system temporarily unavailable,7,1,1,RETRY_SAME,1
c55e5a58-3418-4d1d-8157-3130bb0fa280,M103,4546.59,CARD,GatewayC,BankW,OTP_TIMEOUT,OTP validation timed out,11,4,1,RETRY_SAME,0
238dc38c-299c-428a-ad12-600f34694cce,M107,5513.21,UPI,GatewayC,BankX,GATEWAY_TIMEOUT,Gateway connection timed out,4,2,2,RETRY_SAME,1
1055e465-902c-4ae6-b338-b648d3a7b903,M102,15009.01,CARD,GatewayB,BankW,CARD_EXPIRED,Invalid expiry date,16,1,1,RETRY_SAME,0
9094a49a-fd5f-49e0-b303-81cefc60b432,M109,13703.26,UPI,GatewayC,BankY,RISK_BLOCK,Transaction flagged for manual review,17,2,2,SWITCH_METHOD,0
0948af0d-a5f3-48d0-8602-1d36e4996247,M109,7826.44,NETBANKING,GatewayC,BankZ,INSUFFICIENT_FUNDS,Unable to process transaction at this time,14,1,1,SWITCH_GATEWAY,0
